avpchange,positionBetweenBands,ema_fast_deviation,rsi_delta,gma,pchange,gma_smoothed,target
-0.20810091162694674,26.627263529076878,140.28470194387774,-2.086672811730587,-0.18464251026484357,-0.5527276432675392,-0.1280289445808575,1
-0.1712993252558621,39.4477827028537,-160.07504436840827,0.9388200802272237,-0.18222391982196431,0.5971588327303368,-0.14872486359241105,1
-0.14018175839351205,32.9603180552527,-242.7084404661291,6.1279020630491345,-0.1277189453502871,1.15730665411593,-0.12380161021925778,1
-0.15774096785666306,29.933905429527385,-8.969424251918099,0.16806822280420874,-0.134210942849616,-0.30979864489445846,-0.11868355261009739,1
-0.10198393655797833,39.75847710881312,-61.067669855066924,2.6925324494839558,-0.12328880073913957,-0.02676502083441776,-0.08682510033715327,1
-0.008896347441994955,60.27610212305688,-109.06347775802715,5.229754028672737,-0.006005799074590976,0.269226906355145,-0.0035537203925999888,0
-0.02087376799794751,56.86932898516616,-226.8024678301299,6.665172373739125,-0.0015220261730028793,0.25568986145233163,0.027590252954941365,0
0.03580652217281713,74.95518327654806,-241.64246263480163,5.522107906554453,0.04537280144345009,0.662377613595512,0.04451375685862177,0
-0.06106072508434077,49.581367800813815,-186.88568291648699,5.3744676126719,-0.058275537441186506,0.5222071210395218,-0.03422891429248865,0
-0.005041890485487402,61.40968297037579,-124.16355616156943,3.8355607255841946,-0.016424714116600302,0.11574025024405432,-0.014628783278113294,0
-0.21074486463437533,34.60674871099148,-39.39141320217459,-0.36716143588723327,-0.27396778891087414,-0.0988898998529524,-0.26606225608808864,1
-0.18002033457921224,23.33251555376006,20.17792606218427,-2.829050908567652,-0.19586284379697907,0.20303917639272212,-0.19302294437890022,1
-0.10834098028975526,42.847681160054485,-238.8980553499423,12.401875889102065,-0.09186372768429714,0.3346672481957945,-0.08697888436209283,1
0.08791555119348243,54.06471524224245,-470.1220528259437,6.1298889759349535,0.3279403199830609,0.6227751600444624,0.35512968946432444,0
0.0708723182175005,87.84468177336976,33.35909706338134,-7.37459554355565,-0.6068654952197848,0.07029059627456251,-0.6592223950020064,1
-0.06265415796497911,43.31003837158141,-119.79233452348853,-1.120422252868714,-0.06917722746841304,0.5556347057985468,-0.05620150309301688,1
